case_id,country,announcement_date,ingredient,violation_reason,action
CASE-00575,중국,'2023.3 (2023년2월 부적합),햄 선물세트 총 3건,기타(검사검역 미승인),통관거부
CASE-00576,중국,'2023.3 (2023년2월 부적합),통조림 선물세트,기타(검사검역 미승인),통관거부
CASE-00577,중국,'2023.3 (2023년2월 부적합),런천미트,기타(검사검역 미승인),통관거부
CASE-00578,중국,'2023.3 (2023년2월 부적합),사과식초 베리류효소(고체음료)(알로에) (苹果醋莓果酵素（固体饮料）(芦荟)),표시기준 위반(라벨 부적합),통관거부
CASE-00579,중국,'2023.3 (2023년2월 부적합),사과 식초 곡물효소(고체음료)(苹果醋谷物酵素( 固体饮料)),"미생물(균락총수 기준치 초과), 표시기준 위반(라벨 부적합)",통관거부
CASE-00580,중국,'2023.3 (2023년2월 부적합),견과율무곡물 고체음료(坚果薏米谷物固体饮料) 총 2건,미생물(곰팡이수 기준치 초과),통관거부
CASE-00581,중국,'2023.3 (2023년2월 부적합),블루베리 주스 음료 (蓝莓汁饮料),식품첨가물(스테비올 글리코시드(steviol glycosides) 사용제한량 초과),통관거부
CASE-00582,중국,'2023.3 (2023년2월 부적합),도라지배즙 음료 (桔梗梨汁饮品),식품첨가물(영양강화제 글루콘산아연(zinc gluconate) 사용제한량 초과),통관거부
CASE-00583,중국,'2023.3 (2023년2월 부적합),베리분말(고체음료)(莓果粉 (固体饮料)),표시기준 위반(라벨 부적합),통관거부
CASE-00584,중국,'2023.3 (2023년2월 부적합),감귤인삼캔디(柑橘人参压片糖果),기타(요구에 따른 합격증명자료 미제출),통관거부
CASE-00585,일본,'2023.3,생식용 냉동 피조개살(냉동 피조개) (生食用冷凍むき身あかがい(冷凍赤貝)),미생물(대장균군 양성),반송·폐기 (전량 보관)
CASE-00586,일본,'2023.3,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - SOYSAUCE SHRIMP SAUCE,"미생물(세균수 430,000/g)",반송·폐기 (전량 보관)
CASE-00587,일본,'2023.3,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - SEASONED SHRIMP SAUCE,"미생물(세균수 1,500,000/g)",반송·폐기 (전량 보관)
CASE-00588,일본,'2023.3,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - SEASONED CRAB SAUCE,"미생물(세균수 2,500,000/g)",반송·폐기 (전량 보관)
CASE-00589,대만,'2023.3,떡볶이(TEOKBOKI),잔류농약 (에틸렌옥사이드 0.995 mg/kg 검출),반송·폐기
CASE-00590,대만,'2023.3,김치양념(泡菜醬),식품첨가물 (사카린(Saccharin) 0.08 g/kg 검출),반송·폐기
CASE-00591,미국,'2023.3 (2023년 2월 부적합),"곰보버섯(MUSHROOM, MOREL, WHOLE (BUTTON) (FUNGI))",미생물(리스테리아 함유),통관거부
CASE-00592,중국,'2023.4 (2023년3월 부적합),해물 라면(海鲜拉面),기타(수분 기준치 초과),통관거부
CASE-00593,일본,'2023.4,레토르트살균식품(レトルト殺菌食品) - 조림 양념,미생물 (발육 가능한 미생물 양성),반송·폐기 (전량 보관)
CASE-00594,일본,'2023.4,레토르트살균식품(レトルト殺菌食品) - 된장찌개(デンジャンチゲ),미생물 (발육 가능한 미생물 양성),반송·폐기 (전량 보관)
CASE-00595,일본,'2023.4,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 점보 마카롱 바닐라브라우니 (ジャンボマカロン バニラブラウニー),미생물(대장균군 양성),반송·폐기 (전량 보관)
CASE-00596,일본,'2023.4,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 점보 마카롱 얼그레이밀크티 (ジャンボマカロンアールグレイミルクティ),미생물(대장균군 양성),반송·폐기 (전량 보관)
CASE-00597,일본,'2023.4,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 점보 마카롱 녹차브라우니 (ジャンボマカロングリーンティブラウニー),미생물(대장균군 양성),반송·폐기 (전량 보관)
CASE-00598,일본,'2023.4,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 양념 장어구이(蒲焼きあなご) (FROZEN KABAYAKI),미생물(대장균군 양성),반송·폐기 (전량 보관)
CASE-00599,일본,'2023.4,스낵과자류(スナック菓子類) - CASSAVACHIP (카사바칩(キャッサバチップ),기타 (시안화합물(シアン化合物) 25 mg/kg),반송·폐기 (전량 보관)
CASE-00600,대만,'2023.4,"결명자차 티백(決明子茶茶包, GYEOLMYEONGJA TEA)",잔류농약 (로테논(Rotenone) 0.06 ppm),반송·폐기
CASE-00601,대만,'2023.4,라면,잔류농약 (에틸렌옥사이드 0.957 mg/kg 검출),반송·폐기
CASE-00602,대만,'2023.4,배(梨子),잔류농약 (페노뷰카브(Fenobucarb) 0.02 ppm),반송·폐기
CASE-00603,대만,'2023.4,신선 인삼(新鮮人蔘),잔류농약 (피라클로스트로빈(Pyraclostrobin) 0.06 ppm),반송·폐기
CASE-00604,대만,'2023.4,"젤리(果凍, JELLY)","식품첨가물 (감미료 ①스테비올 0.01 g/kg, ②Rebaudioside A 2.33 g/kg, ③Rebaudioside B 0.03 g/kg 검출)",반송·폐기
CASE-00605,대만,'2023.4,포도(葡萄) (FRESH SHINE MUSCAT),잔류농약 (테트라닐리프롤(Tetraniliprole) 0.02 ppm),반송·폐기
CASE-00606,미국,'2023.4 (2023년 3월 부적합),"마늘 (허브 및 식물류, 다류 외 제품)(GARLIC (HERBAL & BOTANICALS, NOT TEAS))","표시기준 위반(①허위 표시, ②영어 미표기)",통관거부
CASE-00607,미국,'2023.4 (2023년 3월 부적합),"새우 챠우더/수프/스튜/비스크, 혼합 수산물/수산물가공품(SHRIMP CHOWDER/SOUP/STEW/BISQUE, MIXED FISHERY/SEAFOOD PRODUCTS)","표시기준 위반(영어 미표기), 기타(제조공정 미제출)",통관거부
CASE-00608,미국,'2023.4 (2023년 3월 부적합),쌀과자(RICE CRACKERS),비위생적 처리(위생 부적합),통관거부
CASE-00609,미국,'2023.4 (2023년 3월 부적합),"어묵, 볼, 등 (FISH CAKES, BALLS, ETC., N.E.C.)",비위생적 처리(위생 부적합),통관거부
CASE-00610,미국,'2023.4 (2023년 3월 부적합),"오징어, 기타 수산물(SQUID, OTHER AQUATIC SPECIES)",미생물(살모넬라 검출),통관거부
CASE-00611,미국,'2023.4 (2023년 3월 부적합),"인삼, 건조 또는 페이스트(뿌리 & 괴경 채소) (GINSENG, DRIED OR PASTE (ROOT & TUBER VEGETABLE))","표시기준 위반(안내사항 불충분), 기타(미승인신약)",통관거부
CASE-00612,미국,'2023.4 (2023년 3월 부적합),"해조류 스낵(가향 또는 무가향), 구운 채소 스낵(두류 제외)(SEAWEED SNACKS (FLAVORED OR UNFLAVORED), VEGETABLE SNACKS (OTHER THAN PULSES) BAKED)",유해물질 함유,통관거부
CASE-00613,미국,'2023.4 (2023년 3월 부적합),"과일 및 견과 무함유 하드 캔디(초콜릿 무함유) (HARD CANDY WITHOUT NUTS AND FRUIT, N.E.C. (WITHOUT CHOCOLATE))",식품첨가물(유해색소 함유),통관거부
CASE-00614,중국,'2023.5 (2023년4월 부적합),복숭아맛 유산균음료(병포장) (桃子味乳酸菌饮料（瓶装),식품첨가물 lac dye red 사용범위 초과,통관거부
CASE-00615,중국,'2023.5 (2023년4월 부적합),사과맛 유산균음료(병포장) (苹果味乳酸菌饮料（瓶装）),"식품첨가물 (①치자황색소(gardenia yellow) 사용범위 초과, ②홍화황색소(carthamins yellow) 사용범위 초과)",통관거부
CASE-00616,중국,'2023.5 (2023년4월 부적합),난황가루 고체음료(蛋黄粉固体饮品),기타(검사검역 허가 미취득 성분 함유),통관거부
CASE-00617,일본,'2023.5,사과주스(アップルジュース),유해물질 함유 (파튤린(Patulin) ① 0.12 ppm ② 0.075 ppm ③ 0.079 ppm),반송·폐기 (전량 보관)
CASE-00618,대만,'2023.5,간장 양념 깻잎(醬油紫蘇葉)(SOY SEASONED PERILLA LEAVES),"식품첨가물 (①보존료 소브산 0.12 g/kg 검출, ②파라옥시안식향산에틸(Ethyl p-Hydroxybenzoate) 0.012 g/kg 검출)",반송·폐기
CASE-00619,미국,'2023.5 (2023년 4월 부적합),"빵가루를 입힌 중국무 (DAIKON) (CHINESE RADISH (DAIKON), BREADED)","표시기준 위반(영어 미표기), 기타(①저산성 제조업체 미등록, ②제조공정 미제출)",통관거부
CASE-00620,미국,'2023.5 (2023년 4월 부적합),"딸기, 건조 또는 페이스트 (STRAWBERRIES, DRIED OR PASTE)","표시기준 위반(영어 미표기), 식품첨가물(유해색소 함유)",통관거부
CASE-00621,미국,'2023.5 (2023년 4월 부적합),"딸기, 건조 또는 페이스트 (STRAWBERRIES, DRIED OR PASTE)","표시기준 위반(영어 미표기), 잔류농약",통관거부
CASE-00622,미국,'2023.5 (2023년 4월 부적합),"면류, 면류 제품(NOODLES AND NOODLE PRODUCTS, N.E.C.)",표시기준 위반(알레르기 미표시),통관거부
CASE-00623,미국,'2023.5 (2023년 4월 부적합),"냉훈 어류(FISH, COLD SMOKED N.E.C.)","표시기준 위반(①알레르기 미표시, ②성분 미표시)",통관거부
CASE-00624,미국,'2023.5 (2023년 4월 부적합),"수프(SOUP, N.E.C.)",표시기준 위반(알레르기 미표시),통관거부
CASE-00625,미국,'2023.5 (2023년 4월 부적합),"오징어, 기타 수산물(SQUID, OTHER AQUATIC SPECIES)","표시기준 위반(①알레르기 미표시, ②성분 미표시, ③영양정보 미표시)",통관거부
CASE-00626,미국,'2023.5 (2023년 4월 부적합),"오징어, 기타 수산물(SQUID, OTHER AQUATIC SPECIES) 총 2건","표시기준 위반(색소 미표시), 식품첨가물(유해색소 함유)",통관거부
CASE-00627,미국,'2023.5 (2023년 4월 부적합),"해조류 스낵(가향 또는 무가향), 구운 채소 스낵(두류 제외)(SEAWEED SNACKS (FLAVORED OR UNFLAVORED), VEGETABLE SNACKS (OTHER THAN PULSES) BAKED)",유해물질 함유,통관거부
CASE-00628,EU,'2023.5,인스턴트 면(instant noodles) 총 2건,기타(라벨/문서 불일치(Label / Document mismatch)),제품 억류
CASE-00629,중국,'2023.6 (2023년5월 부적합),견과류 함유 생강차(고체음료)(生姜茶)(固体饮料)),미생물(곰팡이 기준치 초과),통관거부
CASE-00630,중국,'2023.6 (2023년5월 부적합),냉동 갈치(冻带鱼),유해물질 함유(불순물 함유),통관거부
CASE-00631,중국,'2023.6 (2023년5월 부적합),냉장 조기(冰鲜黄花鱼),유해물질 함유(기생충 검출),통관거부
CASE-00632,중국,'2023.6 (2023년5월 부적합),마른 김(干紫菜),미생물(균락총수 기준치 초과),통관거부
CASE-00633,중국,'2023.6 (2023년5월 부적합),유산균 우유맛 음료(乳酸菌牛奶味饮料),식품첨가물(수크랄로스 사용제한량 초과),통관거부
CASE-00634,일본,'2023.6,가열 후 섭취 냉동식품(동결 직전 가열) (加熱後摂取冷凍食品(凍結直前加熱)) - 떡볶이(소스 부분) (TOPPOKI(ソース部分)),"미생물(세균수 150,000/g)",반송·폐기 (전량보관)
CASE-00635,일본,'2023.6,기타 달리 분류되지 않은 조미료 (その他の他に分類されない調味料) - 캡사이신 소스(カプサイシンソース),식품첨가물 (폴리소르베이트 7.6 g/kg 검출),반송·폐기 (전량보관)
CASE-00636,일본,'2023.6,스낵과자류(スナック菓子類) - 프레첼(PRETZEL),식품첨가물 (폴리소르베이트 0.023 g/kg 검출),반송·폐기 (전량보관)
CASE-00637,일본,'2023.6,유음료(乳飲料),미생물(대장균군 양성),반송·폐기 (전량보관)
CASE-00638,일본,'2023.6,유음료(乳飲料),미생물(대장균군 양성),반송·폐기 (조사 중)
CASE-00639,미국,'2023.6 (2023년 5월 부적합),"대구류 (POLLACK, POLLOCK)",비위생적 처리(HACCP 부적합),통관거부
CASE-00640,미국,'2023.6 (2023년 5월 부적합),"빵가루를 입힌 생선(FISH, BREADED, N.E.C.) 총 4건",비위생적 처리(HACCP 부적합),통관거부
CASE-00641,미국,'2023.6 (2023년 5월 부적합),"인삼, 주스 또는 음료(뿌리 & 괴경 채소)(GINSENG, JUICE OR DRINK (ROOT & TUBER VEGETABLE)) 총 2건","비위생적 처리(①통제 부적합, ②산성화 부적합), 표시기준 위반(영양정보표시)",통관거부
CASE-00642,미국,'2023.6 (2023년 5월 부적합),"허브 & 식물류 (다류 아님)(HERBALS & BOTANICALS (NOT TEAS), N.E.C.)",기타(미승인신약),통관거부
CASE-00643,EU,'2023.6,건해초(dried seaweed),"기타(아이오딘 다량(Excessive iodine content: 262,6 +/- 38,8 mg mg/kg – ppm)), 표시기준 위반(표시 미비)",거래금지· 판매금지
CASE-00644,EU,'2023.6,김(seaweed snack),기타(아이오딘 다량(high iodine content: 40 +/- 10 mg/kg - ppm)),알려진 처리조치 없음
CASE-00645,중국,'2023.7 (2023년6월 부적합),김크래커(팽화식품) (海苔脆饼(膨化食品)),기타(요구에 따른 합격증명자료 미제출),통관거부
CASE-00646,중국,'2023.7 (2023년6월 부적합),냉동 굴(冻牡蛎肉) 총 2건,기타(검사검역 허가 미취득),통관거부
CASE-00647,중국,'2023.7 (2023년6월 부적합),유산균 음료(고체음료) (乳酸菌饮料 (固体饮料)),표시기준 위반(라벨 부적합),통관거부
CASE-00648,중국,'2023.7 (2023년6월 부적합),프로바이오틱 음료(고체음료) (益生菌饮料 (固体饮料)),표시기준 위반(라벨 부적합),통관거부
CASE-00649,대만,'2023.7,신선 포도(鮮葡萄) (FRESH GRAPE),잔류농약 (사이안트라닐리프롤(Cyantraniliprole) 0.04 ppm),반송·폐기
CASE-00650,일본,'2023.7,분말청량음료(粉末清涼飲料) - ORGANIC BARLEYGRASS JUICE POWDER,"미생물(세균수 240,000/g)",반송·폐기 (전량보관)
CASE-00651,미국,'2023.7 (2023년 6월 부적합),"버섯류(양송이버섯)(MUSHROOMS AND OTHER FUNGI PRODUCTS, WHOLE (BUTTON), N.E.C.)",미생물(리스테리아),통관거부
CASE-00652,미국,'2023.7 (2023년 6월 부적합),새꼬막(ARKSHELLS),"표시기준 위반(①허위 표시, ②가독성)",통관거부
CASE-00653,미국,'2023.7 (2023년 6월 부적합),"인삼, 주스 또는 음료(뿌리 & 괴경 채소)(GINSENG, JUICE OR DRINK (ROOT & TUBER VEGETABLE)) 총 2건","비위생적 처리(통제 부적합), 표시기준 위반(영양정보표시)",통관거부
CASE-00654,미국,'2023.7 (2023년 6월 부적합),"허브 & 식물류 (다류 아님)(HERBALS & BOTANICALS (NOT TEAS), N.E.C.) 총 2건","표시기준 위반(①식이보충제 표시, ②라벨표시, ③영어 미표기)",통관거부
CASE-00655,중국,'2023.8 (2023년7월 부적합),매운맛 비빔면(辣味拌面),기타(검사검역 허가 미취득),통관거부
CASE-00656,중국,'2023.8 (2023년7월 부적합),유탕인스턴트라면(油炸方便面),표시기준 위반(라벨 부적합),통관거부
CASE-00657,대만,'2023.8,멜론(哈密瓜)(FRESH KOREAN MELONS),잔류농약(테트라닐리프롤(Tetranilip role) 0.03 ppm),반송·폐기
CASE-00658,일본,'2023.8,레토르트 살균식품(レトルト殺菌食品) - 어류(魚類),미생물(발육할 수 있는 미생물 양성),반송·폐기 (전량보관)
CASE-00659,일본,'2023.8,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 붕장어 조림(煮あなご)(FROZEN BOILED ANAGO FILLET(붕장어 조림(煮穴子))),미생물(대장균군 양성),반송·폐기 (전량보관)
CASE-00660,미국,'2023.8 (2023년 7월 부적합),"수산물/수산식품 혼합 제품 (MIXED FISHERY/SEAFOOD PRODUCTS, N.E.C.)",표시기준 위반(영어 미표기),통관거부
CASE-00661,미국,'2023.8 (2023년 7월 부적합),"표고버섯(MUSHROOM, SHIITAKE, WHOLE (BUTTON) (FUNGI))",잔류농약,통관거부
CASE-00662,미국,'2023.8 (2023년 7월 부적합),팽이버섯(ENOKITAKE),미생물(리스테리아),통관거부
CASE-00663,EU,'2023.8,건해초(dried seaweed),기타 (요오드 과량 - 52 mg/kg - ppm),소비자 회수(독일)
CASE-00664,중국,'2023.9 (2023년8월 부적합),과채죽(당근맛) (果蔬粥（胡萝卜味)),기타(품질유지기한 경과),통관거부
CASE-00665,중국,'2023.9 (2023년8월 부적합),과채죽(옥수수맛) (果蔬粥（玉米味)),기타(품질유지기한 경과),통관거부
CASE-00666,중국,'2023.9 (2023년8월 부적합),과채 퓌레(망고&바나나맛) (果蔬泥（芒果&香蕉味)),기타(품질유지기한 경과),통관거부
CASE-00667,중국,'2023.9 (2023년8월 부적합),과채 퓌레(배&사과맛) (果蔬泥（梨&苹果味)),기타(품질유지기한 경과),통관거부
CASE-00668,중국,'2023.9 (2023년8월 부적합),과채죽(호박맛) (果蔬粥（南瓜味)),기타(품질유지기한 경과),통관거부
CASE-00669,중국,'2023.9 (2023년8월 부적합),과채죽(고구마맛) (果蔬粥（红薯味)),기타(품질유지기한 경과),통관거부
CASE-00670,중국,'2023.9 (2023년8월 부적합),볶은고추장맛 감자칩(팽화식품) (炒辣椒酱味马铃薯脆饼（膨化食品)),기타(검사검역 허가 미취득),통관거부
CASE-00671,중국,'2023.9 (2023년8월 부적합),음료(饮料),기타(품질유지기한 경과),통관거부
CASE-00672,중국,'2023.9 (2023년8월 부적합),블루베리캔디,기타(품질유지기한 경과),통관거부
CASE-00673,중국,'2023.9 (2023년8월 부적합),석류캔디,기타(품질유지기한 경과),통관거부
CASE-00674,중국,'2023.9 (2023년8월 부적합),요구르트캔디,기타(품질유지기한 경과),통관거부
CASE-00675,중국,'2023.9 (2023년8월 부적합),감귤캔디,기타(품질유지기한 경과),통관거부
CASE-00676,중국,'2023.9 (2023년8월 부적합),컵라면(인스턴트 라면) ((杯面)（方便面)),기타(검사검역 허가 미취득 동물원성 성분 함유),통관거부
CASE-00677,중국,'2023.9 (2023년8월 부적합),인스턴트 라면(方便面),기타(검사검역 허가 미취득 동물원성 성분 함유),통관거부
CASE-00678,중국,'2023.9 (2023년8월 부적합),새우칩(虾片),미생물(균락총수 기준치 초과),통관거부
CASE-00679,중국,'2023.9 (2023년8월 부적합),콘플레이크(玉米片) 총 2건,식품첨가물(영양강화제 비타민D 사용범위 위반),통관거부
CASE-00680,중국,'2023.9 (2023년8월 부적합),오트밀(牌麦片),식품첨가물(영양강화제 비타민D 사용범위 위반),통관거부
CASE-00681,중국,'2023.9 (2023년8월 부적합),맥아분말 고체음료(麦芽粉固体饮料),미생물(곰팡이 기준치 초과),통관거부
CASE-00682,중국,'2023.9 (2023년8월 부적합),즉석밥(김치맛)(速食米饭),기타(검사검역 허가 미취득 동물원성 성분 함유),통관거부
CASE-00683,중국,'2023.9 (2023년8월 부적합),유탕인스턴트라면(油炸方便面) 총 2건,기타(검사검역 허가 미취득 동물원성 성분 함유),통관거부
CASE-00684,대만,'2023.9,김(불닭맛)(海苔(辣雞風味))(CRISPY SEAWEED SNACKS HOT CHICKEN FLAVOR),"식품첨가물(감미료 스테비오사이드(甜菊醣) 0.13 g/kg, Rebaudioside A 0.4 g/kg 검출)",반송·폐기
CASE-00685,대만,'2023.9,보이차 분말(普洱茶茶粉),잔류농약(클로르메쾃(Chlormequat) 1.17 ppm),반송·폐기
CASE-00686,일본,'2023.9,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 기타 수산동물류(씨앗 창난젓) (その他の水産動物類(シアッチャンジャ)),"①미생물(대장균군 양성), ②식품첨가물(폴리소르베이트 (Polysorbate) 1.0 g/kg 검출)",반송·폐기 (전량보관)
CASE-00687,일본,'2023.9,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 대구 창난젓(タラチャンジャ),미생물(대장균군 양성),반송·폐기 (전량보관)
CASE-00688,미국,'2023.9 (2023년 8월 부적합),"어묵, 볼, 등 (FISH CAKES, BALLS, ETC., N.E.C.) 총 4건",비위생적 처리(HACCP 부적합),통관거부
CASE-00689,미국,'2023.9 (2023년 8월 부적합),팽이버섯(ENOKITAKE) 총 2건,미생물(리스테리아),통관거부
CASE-00690,중국,'2023.10 (2023년9월 부적합),불고기맛 김스낵(烤肉味夹心海苔),기타(요구에 따른 증서 또는 합격증명자료 미제출),통관거부
CASE-00691,중국,'2023.10 (2023년9월 부적합),양파맛 김스낵(洋葱味夹心海苔),기타(요구에 따른 증서 또는 합격증명자료 미제출),통관거부
CASE-00692,중국,'2023.10 (2023년9월 부적합),커민맛 김스낵(孜然味夹心海苔),기타(요구에 따른 증서 또는 합격증명자료 미제출),통관거부
CASE-00693,중국,'2023.10 (2023년9월 부적합),농축 자몽주스 음료(浓缩西柚汁饮料),"①식품첨가물(소브산 사용 제한량 초과), ②미생물(균락총수 기준치 초과)",통관거부
CASE-00694,중국,'2023.10 (2023년9월 부적합),알로에 음료(芦荟饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00695,중국,'2023.10 (2023년9월 부적합),농축 포도주스 음료(浓缩葡萄汁饮料),미생물(균락총수 기준치 초과),통관거부
CASE-00696,중국,'2023.10 (2023년9월 부적합),감귤주스 음료(柑橘汁饮料),기타(품질유지기한* 경과),통관거부
CASE-00697,중국,'2023.10 (2023년9월 부적합),배주스 음료(梨汁饮料),기타(품질유지기한* 경과),통관거부
CASE-00698,중국,'2023.10 (2023년9월 부적합),블루베리주스 음료(蓝莓汁饮料) 총 3건,기타(품질유지기한* 경과),통관거부
CASE-00699,중국,'2023.10 (2023년9월 부적합),석류주스 음료(石榴汁饮料),기타(품질유지기한* 경과),통관거부
CASE-00700,중국,'2023.10 (2023년9월 부적합),오렌지주스 음료(橙汁饮料),기타(품질유지기한* 경과),통관거부
CASE-00701,중국,'2023.10 (2023년9월 부적합),매실 음료(梅饮料) 총 3건,기타(품질유지기한* 경과),통관거부
CASE-00702,중국,'2023.10 (2023년9월 부적합),매실 음료(梅饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00703,중국,'2023.10 (2023년9월 부적합),칼슘함유 오렌지주스 음료(含钙橙汁饮料) 총 2건,기타(품질유지기한* 경과),통관거부
CASE-00704,중국,'2023.10 (2023년9월 부적합),토마토주스 음료(番茄汁饮料),기타(품질유지기한* 경과),통관거부
CASE-00705,중국,'2023.10 (2023년9월 부적합),포도주스 음료(葡萄汁饮料),기타(품질유지기한* 경과),통관거부
CASE-00706,대만,'2023.10,수삼(水蔘)(FRESH GINSENG),"잔류농약 (①메트코나졸(Metconazole) 0.04 ppm, ②피라클로스트로빈(Pyraclostrobin) 0.02ppm, ③테부코나졸(Tebuconazole) 0.03 ppm, ④티플루자마이드(Thifluzamide) 0.02 ppm, ⑤아이소페타미드(Isofetamid) 0.04 ppm)",반송·폐기
CASE-00707,대만,'2023.10,치킨소스(炸雞醬)(SAUCE),식품첨가물 (p-hydroxybenzoic acid 0.03 g/kg),반송·폐기
CASE-00708,미국,'2023.10 (2023년 9월 부적합),"견과류 및 과일 무함유 하드 캔디(초콜릿 무함유)(HARD CANDY WITHOUT NUTS AND FRUIT, N.E.C. (WITHOUT CHOCOLATE))",식품첨가물(유해색소 함유),통관거부
CASE-00709,미국,'2023.10 (2023년 9월 부적합),"두부 (여러가지 식품, 반찬 및 디저트) (BEAN CURD, FRESH - SOFT OR HARD (MULTIPLE FOOD SPECIALTIES, SIDE DISHES AND DESSERTS)) 총 3건","표시기준 위반(①성분 미표시, ②영어 미표기, ③영양정보 미표시)",통관거부
CASE-00710,대만,'2023.11,고춧가루(辣椒粉)(RED PEPPER POWDER GOCHUGARU FOR SEASONING),"잔류농약 (①클로르메쾃(Chlormequat) 0.12 ppm, ②2‧4-D 0.14 ppm)",반송·폐기
CASE-00711,대만,'2023.11,포도(葡萄)(FRESH SHINE MUSCAT GRAPE),잔류농약 (테트라닐리프롤(Tetraniliprole) 0.04 ppm),반송·폐기
CASE-00712,대만,'2023.11,포도(葡萄)(KOREAN FRESH GRAPE SHINE MUSCAT),잔류농약 (사이클라닐리프롤(Cyclaniliprole) 0.02 ppm),반송·폐기
CASE-00713,일본,'2023.11,커피- BLACK AMERICANO,기타(보존기준 부적합(상온에서 보관)),반송·폐기 (전량 보관)
CASE-00714,일본,'2023.11,커피 - SWEET AMERICANO,기타(보존기준 부적합(상온에서 보관)),반송·폐기 (전량 보관)
CASE-00715,일본,'2023.11,커피 - COLUMBIA S***** O*****,기타(보존기준 부적합(상온에서 보관)),반송·폐기 (전량 보관)
CASE-00716,일본,'2023.11,커피 - DECAF AMERICANO,기타(보존기준 부적합(상온에서 보관)),반송·폐기 (전량 보관)
CASE-00717,미국,'2023.11 (2023년 9월 부적합),"문어, 기타수생동물(OCTOPUS, OTHER AQUATIC SPECIES)","표시기준위반 (①가독성, ②성분 미표시)",통관거부
CASE-00718,미국,'2023.11 (2023년 10월 부적합),"채소혼합, 주스또는즙(MIXED VEGETABLES, JUICE OR DRINK, N.E.C.)",표시기준위반(영어 미표기),통관거부
CASE-00719,미국,'2023.11 (2023년 10월 부적합),"어묵, 볼, 등(FISH CAKES, BALLS, ETC., N.E.C.) 총4건",비위생적 처리(HACCP 부적합),통관거부
CASE-00720,미국,'2023.11 (2023년 10월 부적합),수리미(모조 수산물의추가가공에 사용됨)(SURIMI (USED FOR FURTHER PROCESSING INTO IMITATION SEAFOOD)),비위생적 처리(HACCP 부적합),통관거부
CASE-00721,미국,'2023.11 (2023년 10월 부적합),연육(모조수산물의추가가공에 사용됨)(SURIMI (USED FOR FURTHER PROCESSING INTO IMITATION SEAFOOD)) 총4건,비위생적 처리(HACCP 부적합),통관거부
CASE-00722,미국,'2023.11 (2023년 10월 부적합),민어(CROAKER),비위생적 처리(HACCP 부적합),통관거부
CASE-00723,미국,'2023.11 (2023년 10월 부적합),"오리엔탈면류(새우, 닭고기, 쇠고기, 바닷가재, 게, 플레인 등으로 맛을 낸) (ORIENTAL NOODLES (FLAVORED WITH SHRIMP, CHICKEN, BEEF, LOBSTER, CRAB, PLAIN, ETC.)) 총 2건",기타(제조공정 미제출),통관거부
CASE-00724,미국,'2023.11 (2023년 10월 부적합),"과일 및견과무함유 하드 캔디(초콜릿 무함유) (HARD CANDY WITHOUT NUTS AND FRUIT, N.E.C. (WITHOUT CHOCOLATE))",표시기준 위반(색소 미표시),통관거부
CASE-00725,미국,'2023.11 (2023년 10월 부적합),"과일함유하드캔디(초콜릿무함유) (HARD CANDY WITH FRUIT, N.E.C. (WITHOUT CHOCOLATE))","표시기준 위반(①성분 미표시, ②영양정보 미표시), 식품첨가물(유해색소 함유)",통관거부
CASE-00726,EU,'2023.11,냉동 화물(면류) (Consignment of frozen korean products),기타(수의학 검사 없이 통과),수취국 통보 (네덜란드)
CASE-00727,중국,'’24.1 (’23.12부적합),복합 알로에음료(复合芦荟饮料),식품첨가물(젖산칼슘 사용범위 초과),통관거부
CASE-00728,중국,'’24.1 (’23.12부적합),바삭한 명태편(香脆明太鱼片) (익힌동물성수산제품(熟制动物性水产制品)),기타(화물증서 불일치),통관거부
CASE-00729,중국,'’24.1 (’23.12부적합),매운맛 조미소스(辣味调味酱) (복합조미품(复合调味品)),기타(검사검역허가미취득동물원성성분함유),통관거부
CASE-00730,중국,'’24.1 (’23.12부적합),약간 매운맛 비빔면(微辣拌面),기타(검사검역허가미취득동물원성성분함유),통관거부
CASE-00731,중국,'’24.1 (’23.12부적합),라면(拉面),기타(검사검역허가미취득동물원성성분함유),통관거부
CASE-00732,중국,'’24.1 (’23.12부적합),볶음면(面) (크림베이컨(奶油培根)),기타(검사검역허가미취득동물원성성분함유),통관거부
CASE-00733,중국,'’24.1 (’23.12부적합),볶음면(面)（方便面),기타(검사검역허가미취득동물원성성분함유),통관거부
CASE-00734,중국,'’24.1 (’23.12부적합),볶음면(拌面) (方便面),기타(검사검역허가미취득동물원성성분함유),통관거부
CASE-00735,중국,'’24.1 (’23.12부적합),성장기 영아조제분유(较大婴儿配方乳粉),철 함량이 국가표준 요구에 부적합,통관거부
